Picture Path,Label,width,height,Luminance,RGB,LBP
./Multi-class Weather Dataset/Rain/rain107.jpg,Pluvieux,580,370,0.15892092191500765,"[103.4805792818806, 107.82252063525178, 102.60858609804616]","[5960, 10088, 8022, 15129, 20831, 14443, 9392, 10211, 10084, 14478]"
./Multi-class Weather Dataset/Rain/rain33.jpg,Pluvieux,852,480,0.08953142211112232,"[40.3382391115726, 43.24385713393896, 45.38178969322645]","[4631, 11457, 5618, 11775, 29854, 15606, 8739, 10666, 9441, 10851]"
./Multi-class Weather Dataset/Cloudy/cloudy137.jpg,Nuageux,1000,667,0.19624399516153426,"[46.959114366023115, 54.57225693259116, 66.15613927056467]","[5379, 7656, 6990, 14667, 20480, 17790, 10530, 8904, 11297, 14945]"
./Multi-class Weather Dataset/Shine/shine153.jpg,Ensoleillé,235,157,0.11227540737245004,"[203.29802865386722, 215.72563109522244, 229.43307516879077]","[262, 1822, 960, 13119, 30043, 37021, 8808, 7636, 16298, 2669]"
./Multi-class Weather Dataset/Cloudy/cloudy16.jpg,Nuageux,299,168,0.19835939366337849,"[118.18913417286198, 128.6670570348455, 146.58188881302786]","[546, 2266, 2010, 13772, 36954, 33195, 7791, 5595, 13782, 2727]"
./Multi-class Weather Dataset/Sunrise/sunrise203.jpg,Lever du soleil,736,552,0.16857337406157202,"[150.31821746484053, 122.88698554768497, 101.15084430947505]","[3093, 7606, 3290, 11627, 24234, 22624, 8543, 9291, 15422, 12908]"
./Multi-class Weather Dataset/Rain/rain160.jpg,Pluvieux,964,859,0.23036924819001534,"[144.53898130499925, 145.0451387901115, 140.95359626684746]","[15059, 13190, 6699, 6947, 6558, 7682, 6614, 12931, 16852, 26106]"
./Multi-class Weather Dataset/Shine/shine198.jpg,Ensoleillé,235,178,0.14431398819008381,"[161.46175004267184, 173.69079550950158, 197.27152941748218]","[330, 2551, 1098, 13303, 25252, 34582, 7534, 8645, 21649, 3694]"
./Multi-class Weather Dataset/Sunrise/sunrise357.jpg,Lever du soleil,300,94,0.2120206345499519,"[92.56330345515349, 72.14693170479737, 59.503397019715436]","[353, 2487, 1683, 13214, 34810, 34345, 7616, 6282, 14878, 2970]"
./Multi-class Weather Dataset/Shine/shine172.jpg,Ensoleillé,184,183,0.2727165182668835,"[154.34829405549866, 173.84448095256158, 199.12970443702693]","[353, 2280, 1362, 9547, 37274, 41400, 6171, 4617, 12499, 3135]"
./Multi-class Weather Dataset/Cloudy/cloudy288.jpg,Nuageux,219,151,0.114322619178586,"[181.89801730105447, 183.3457724337902, 185.79135953488765]","[33, 821, 122, 12026, 10710, 33247, 4944, 10466, 45167, 1102]"
./Multi-class Weather Dataset/Sunrise/sunrise183.jpg,Lever du soleil,300,168,0.22740520078963453,"[187.26539198417666, 144.47130270365523, 86.95657973862717]","[273, 2155, 810, 13564, 17701, 33041, 6113, 10077, 31971, 2933]"
./Multi-class Weather Dataset/Sunrise/sunrise266.jpg,Lever du soleil,262,177,0.16015505689501158,"[204.9400546462769, 127.58645084600845, 65.18298162661837]","[160, 1808, 407, 8109, 18978, 53488, 5810, 6169, 20502, 3207]"
./Multi-class Weather Dataset/Cloudy/cloudy267.jpg,Nuageux,239,160,0.125214237686989,"[127.58056322067972, 130.4544426572325, 129.9253366530433]","[78, 1094, 309, 9362, 22071, 45455, 6697, 6678, 25160, 1734]"
./Multi-class Weather Dataset/Rain/rain29.jpg,Pluvieux,700,415,0.1144219489156345,"[119.23506765986657, 127.65222215505361, 120.31779387453851]","[1825, 6780, 4108, 15200, 21993, 26330, 11952, 8821, 12159, 9470]"
./Multi-class Weather Dataset/Cloudy/cloudy285.jpg,Nuageux,267,167,0.24744396016072387,"[95.56379260070551, 108.48279387058741, 118.22115137671952]","[342, 2054, 1189, 11994, 31696, 38518, 7904, 6658, 15687, 2596]"
./Multi-class Weather Dataset/Sunrise/sunrise41.jpg,Lever du soleil,275,183,0.11401737198563881,"[127.48696494272492, 62.100846956708644, 96.93768000529974]","[431, 3059, 1092, 11510, 20024, 35011, 7883, 7815, 27451, 4362]"
./Multi-class Weather Dataset/Cloudy/cloudy184.jpg,Nuageux,256,166,0.08695204913290844,"[145.5549519599538, 146.91226251285423, 155.18656596115915]","[198, 1693, 770, 12695, 26287, 40053, 9035, 8167, 17259, 2481]"
./Multi-class Weather Dataset/Cloudy/cloudy168.jpg,Nuageux,226,170,0.18828642524086311,"[113.63466339041875, 118.45443432700736, 124.50081060005016]","[82, 1272, 327, 9855, 26432, 43498, 5877, 7051, 22287, 1957]"
./Multi-class Weather Dataset/Shine/shine159.jpg,Ensoleillé,244,173,0.22137298637605612,"[151.8046186521709, 182.3902338416022, 222.27530863978026]","[649, 3035, 2064, 13730, 33699, 32641, 7714, 7126, 14461, 3519]"
./Multi-class Weather Dataset/Shine/shine76.jpg,Ensoleillé,1024,683,0.2474649617590852,"[100.55395881931801, 119.20929404206494, 156.46455877727837]","[3257, 7625, 3402, 12273, 20453, 24417, 9422, 10482, 14824, 12483]"
./Multi-class Weather Dataset/Sunrise/sunrise187.jpg,Lever du soleil,2560,1600,0.1350158178001248,"[152.75474388212461, 94.25025998204623, 34.33102036236282]","[8646, 9436, 5581, 9420, 12096, 12649, 9275, 12146, 17513, 21876]"
./Multi-class Weather Dataset/Sunrise/sunrise355.jpg,Lever du soleil,299,168,0.2435006296792407,"[125.57119448316517, 115.73486315777828, 97.15648637425403]","[458, 3399, 1402, 10291, 28035, 32638, 6133, 6660, 25744, 3878]"
./Multi-class Weather Dataset/Rain/rain185.jpg,Pluvieux,760,400,0.15855060511185162,"[129.21554714367446, 131.6341132992275, 127.91801850087029]","[5320, 13901, 7006, 12770, 19044, 13883, 9632, 13162, 9784, 14136]"
./Multi-class Weather Dataset/Shine/shine200.jpg,Ensoleillé,228,171,0.22635547484286514,"[42.34973541492818, 116.02096003177734, 198.0208783758155]","[240, 1429, 878, 8782, 17539, 42593, 4642, 5093, 35143, 2299]"
./Multi-class Weather Dataset/Sunrise/sunrise17.jpg,Lever du soleil,284,177,0.18351052614207392,"[182.17020250151722, 86.85161495078516, 22.689070757788397]","[799, 4526, 2065, 12612, 25784, 29318, 6666, 8457, 22933, 5478]"
./Multi-class Weather Dataset/Sunrise/sunrise90.jpg,Lever du soleil,259,194,0.15440504638807637,"[95.72787712805973, 81.114614744538, 67.6225764642231]","[75, 859, 114, 6025, 5963, 36161, 2405, 5129, 59624, 2283]"
./Multi-class Weather Dataset/Sunrise/sunrise349.jpg,Lever du soleil,236,177,0.1122935426472808,"[166.2465008115549, 147.7686869668656, 136.5644074569278]","[302, 2281, 139, 12250, 6564, 36083, 4882, 11647, 40422, 4068]"
./Multi-class Weather Dataset/Rain/rain149.jpg,Pluvieux,276,183,0.19728943077741204,"[117.06793328233786, 118.68019007927477, 114.5136957791243]","[1795, 5835, 5245, 16331, 37219, 24363, 8539, 6346, 6965, 6000]"
./Multi-class Weather Dataset/Rain/rain83.jpg,Pluvieux,1668,1500,0.1556801063218359,"[88.01348627231579, 73.9828108602956, 76.86185915215825]","[17607, 12553, 5637, 4570, 4727, 5063, 6059, 13192, 19826, 29404]"
./Multi-class Weather Dataset/Cloudy/cloudy48.jpg,Nuageux,259,194,0.17202999253627246,"[130.17217133211955, 133.61918896006128, 138.11650317035858]","[434, 2882, 2302, 12489, 48186, 31599, 7215, 4427, 6008, 3096]"
./Multi-class Weather Dataset/Sunrise/sunrise94.jpg,Lever du soleil,300,168,0.15977227685519416,"[187.89794038640656, 138.8928503554405, 118.97664231211753]","[956, 2871, 1570, 10916, 13102, 32579, 5028, 8463, 39009, 4144]"
./Multi-class Weather Dataset/Sunrise/sunrise329.jpg,Lever du soleil,263,176,0.16648256164027195,"[124.7404786514439, 82.30595925867976, 68.01398914792267]","[771, 4304, 2744, 13751, 40041, 29760, 7977, 6673, 8270, 4347]"
./Multi-class Weather Dataset/Shine/shine207.jpg,Ensoleillé,300,168,0.179933652095988,"[184.69989339945886, 197.55457357676292, 215.76770581121775]","[264, 1819, 740, 12586, 24502, 39296, 8960, 7927, 19714, 2830]"
./Multi-class Weather Dataset/Shine/shine27.jpg,Ensoleillé,183,275,0.18986269574176262,"[150.09430012411707, 176.10805118564457, 215.18696482419207]","[216, 2647, 551, 9771, 16674, 43233, 5691, 8688, 26832, 4335]"
./Multi-class Weather Dataset/Sunrise/sunrise324.jpg,Lever du soleil,252,168,0.09747004602917377,"[158.11713702476231, 84.73889465748748, 37.83283085283594]","[256, 2606, 484, 8849, 11487, 31000, 3640, 8177, 48136, 4003]"
./Multi-class Weather Dataset/Sunrise/sunrise109.jpg,Lever du soleil,790,555,0.2312333279719048,"[176.35262277632378, 111.59517753059728, 58.886723688868656]","[3115, 6657, 3506, 12475, 21954, 23890, 9189, 9163, 17833, 10856]"
./Multi-class Weather Dataset/Rain/rain92.jpg,Pluvieux,259,194,0.27605552654426146,"[127.8717446928893, 143.16251772066076, 130.8658444240568]","[2196, 5832, 5865, 16528, 29862, 22005, 9155, 6639, 13712, 6844]"
./Multi-class Weather Dataset/Rain/rain36.jpg,Pluvieux,290,174,0.13878939386934436,"[145.6568272549689, 146.21071228758913, 146.11968274814984]","[1311, 5393, 3924, 14953, 37750, 27477, 9430, 6453, 6498, 5449]"
./Multi-class Weather Dataset/Rain/rain25.jpg,Pluvieux,1000,746,0.30033883492672026,"[149.82276385807035, 151.20811115009525, 142.16361365561625]","[11316, 11000, 6411, 9254, 9879, 10714, 7870, 12739, 16049, 23406]"
./Multi-class Weather Dataset/Rain/rain44.jpg,Pluvieux,268,188,0.1779287722215196,"[109.34016793733879, 109.66867181441654, 90.40485104898936]","[2360, 6846, 6199, 17888, 36674, 22230, 8853, 6754, 4301, 6533]"
./Multi-class Weather Dataset/Cloudy/cloudy26.jpg,Nuageux,317,159,0.11846598108691682,"[154.0906361420877, 169.86774480193952, 200.01603848208416]","[146, 1450, 709, 11301, 28022, 40364, 7631, 6449, 20260, 2306]"
./Multi-class Weather Dataset/Shine/shine139.jpg,Ensoleillé,259,194,0.20540213226940304,"[88.44478433738557, 129.36094480294045, 175.8818952533126]","[501, 2337, 1689, 13975, 24846, 32255, 7069, 7498, 25381, 3087]"
./Multi-class Weather Dataset/Shine/shine8.jpg,Ensoleillé,284,177,0.2277184840391173,"[130.87119272492794, 162.15495786025556, 183.98784702466747]","[968, 5098, 3005, 13212, 37948, 29638, 7924, 7365, 8298, 5182]"
./Multi-class Weather Dataset/Rain/rain108.jpg,Pluvieux,620,376,0.21740723244209081,"[109.5444525837, 104.61116978487078, 106.94834368125095]","[3361, 7059, 6366, 16507, 32232, 20203, 9602, 7123, 6444, 9741]"
./Multi-class Weather Dataset/Sunrise/sunrise298.jpg,Lever du soleil,283,169,0.23292918518702238,"[150.79498124020128, 102.17040509390962, 45.98658840337834]","[417, 3847, 1165, 11310, 21703, 31002, 5349, 9563, 29908, 4374]"
./Multi-class Weather Dataset/Shine/shine246.jpg,Ensoleillé,300,168,0.2077624906548626,"[132.21537102361808, 183.85191816439504, 218.1126177623843]","[604, 2901, 2083, 14014, 32074, 32799, 7805, 6420, 15967, 3971]"
./Multi-class Weather Dataset/Sunrise/sunrise124.jpg,Lever du soleil,745,556,0.26345248662733584,"[146.13873617906995, 107.4606303023694, 94.04197011075709]","[9247, 11549, 5578, 10582, 17951, 13164, 6743, 11749, 12768, 19307]"
./Multi-class Weather Dataset/Shine/shine14.jpg,Ensoleillé,276,183,0.15348312784725252,"[60.196530359159794, 159.28761527977966, 220.0870289899737]","[615, 3685, 1586, 12611, 25164, 34585, 5950, 8810, 21204, 4428]"
./Multi-class Weather Dataset/Cloudy/cloudy287.jpg,Nuageux,278,157,0.10718657615681974,"[165.02936295706266, 180.49003770924998, 176.06305894822907]","[172, 1496, 679, 12557, 26747, 38137, 8079, 7727, 20885, 2159]"
./Multi-class Weather Dataset/Cloudy/cloudy197.jpg,Nuageux,266,175,0.23286389124708634,"[172.0702122409662, 173.57148113510215, 174.54146308650053]","[413, 1962, 1385, 12959, 30477, 39796, 8699, 7185, 12967, 2795]"
./Multi-class Weather Dataset/Shine/shine244.jpg,Ensoleillé,300,168,0.20800644801946722,"[132.20606817061145, 183.82938513587553, 218.18120531311638]","[610, 2903, 2118, 14092, 31913, 33243, 7881, 6599, 15465, 3814]"
./Multi-class Weather Dataset/Sunrise/sunrise159.jpg,Lever du soleil,284,177,0.2136114544802357,"[169.8879211011122, 167.87539148765572, 143.79091605740783]","[1756, 4582, 3599, 15866, 21493, 26553, 6882, 9923, 22098, 5886]"
./Multi-class Weather Dataset/Sunrise/sunrise111.jpg,Lever du soleil,259,194,0.17387376004242935,"[137.46621438483032, 109.2340541710919, 90.0751393221923]","[120, 1486, 228, 7981, 13384, 43335, 3805, 6604, 38758, 2937]"
./Multi-class Weather Dataset/Cloudy/cloudy199.jpg,Nuageux,254,170,0.12697551928262046,"[87.97724676378985, 87.97724676378985, 87.97724676378985]","[370, 2256, 1433, 11378, 30344, 36412, 6764, 6529, 20411, 2741]"
./Multi-class Weather Dataset/Sunrise/sunrise244.jpg,Lever du soleil,245,164,0.1274458575926397,"[97.41759148628601, 92.20007455716129, 81.52134486842327]","[96, 1305, 41, 12247, 5446, 37089, 3852, 11598, 44939, 2025]"
./Multi-class Weather Dataset/Shine/shine66.jpg,Ensoleillé,275,183,0.19520235556810192,"[62.1410346297666, 113.79065923623754, 161.24898753192485]","[1167, 3714, 2846, 11352, 24188, 27560, 5876, 5598, 31789, 4548]"
./Multi-class Weather Dataset/Cloudy/cloudy61.jpg,Nuageux,272,185,0.2313382132930771,"[111.2877635775426, 111.2877635775426, 111.2877635775426]","[628, 2617, 2809, 15086, 48911, 28397, 6817, 4216, 6370, 2787]"
./Multi-class Weather Dataset/Sunrise/sunrise248.jpg,Lever du soleil,225,169,0.24177980685648046,"[44.27250415260077, 33.60463378486446, 19.89240477071006]","[76, 839, 198, 4707, 14492, 21644, 2487, 3651, 69576, 968]"
./Multi-class Weather Dataset/Rain/rain112.jpg,Pluvieux,284,177,0.13264835860991797,"[99.01447167539068, 93.90157592055243, 96.25164326038032]","[3365, 7697, 7073, 18288, 29925, 20746, 9947, 7529, 5351, 8717]"
./Multi-class Weather Dataset/Sunrise/sunrise326.jpg,Lever du soleil,300,121,0.1703845339642092,"[125.90658129930966, 104.66943332211223, 82.51499638079704]","[362, 2277, 1526, 13876, 32357, 37772, 7949, 7222, 12530, 2767]"
./Multi-class Weather Dataset/Cloudy/cloudy272.jpg,Nuageux,227,171,0.2431573604589314,"[131.9378135193825, 131.06066122627234, 139.63930075760928]","[389, 1768, 1600, 13724, 42787, 33677, 7096, 5091, 10264, 2242]"
./Multi-class Weather Dataset/Cloudy/cloudy198.jpg,Nuageux,226,151,0.19670020620663412,"[117.62260935708836, 119.18593536640874, 120.1930584003439]","[174, 1285, 1077, 11445, 47568, 36542, 6584, 4413, 7938, 1612]"
./Multi-class Weather Dataset/Cloudy/cloudy259.jpg,Nuageux,211,159,0.13193125970137987,"[94.14980062774997, 148.5765980993653, 163.53992462891316]","[66, 1242, 257, 9877, 29964, 46134, 7331, 7164, 14753, 1850]"
./Multi-class Weather Dataset/Rain/rain84.jpg,Pluvieux,284,177,0.17982865553428679,"[72.48579976483083, 82.56826780837505, 95.24148631235354]","[2395, 8324, 5860, 15914, 41294, 18447, 7389, 8245, 4464, 6306]"
./Multi-class Weather Dataset/Cloudy/cloudy182.jpg,Nuageux,287,192,0.17942975125525423,"[123.13750673003169, 127.47437645795402, 136.1125220471097]","[303, 2007, 995, 12124, 25039, 34167, 7286, 7130, 26581, 3006]"
./Multi-class Weather Dataset/Sunrise/sunrise264.jpg,Lever du soleil,260,174,0.17029697818780518,"[105.67741430338509, 91.45661658258737, 63.23430457173292]","[956, 4480, 3299, 13915, 44217, 28475, 7564, 5695, 5760, 4277]"
./Multi-class Weather Dataset/Cloudy/cloudy112.jpg,Nuageux,590,400,0.1242901202843723,"[155.71549225638074, 180.49675809368625, 207.83880046338442]","[2567, 5632, 3484, 14472, 20726, 22800, 9551, 9462, 19328, 10616]"
./Multi-class Weather Dataset/Shine/shine67.jpg,Ensoleillé,1920,1080,0.2128615117811421,"[144.78979799632074, 177.64950087134812, 207.05785173437263]","[3856, 6153, 5120, 13852, 20348, 20375, 10380, 10730, 13627, 14197]"
./Multi-class Weather Dataset/Sunrise/sunrise42.jpg,Lever du soleil,275,183,0.09074322114018743,"[128.93323400280687, 38.73109108037686, 46.799820804674724]","[734, 5020, 1594, 10967, 24485, 36929, 7637, 8489, 16784, 5999]"
./Multi-class Weather Dataset/Shine/shine253.jpg,Ensoleillé,367,137,0.12449352397403243,"[133.66209551324195, 176.75951048304506, 217.41388292273555]","[213, 1592, 577, 11050, 11485, 31677, 3785, 8121, 47822, 2316]"
./Multi-class Weather Dataset/Cloudy/cloudy6.jpg,Nuageux,874,664,0.18138683463099659,"[125.39551744329388, 126.16172799556213, 122.29938921340549]","[2783, 6436, 2948, 12381, 16416, 24770, 11055, 10259, 19050, 12540]"
./Multi-class Weather Dataset/Cloudy/cloudy73.jpg,Nuageux,225,225,0.11680168831355521,"[152.91057809523508, 157.6310078703177, 165.17858636276952]","[87, 1347, 424, 10336, 22911, 44364, 6667, 7213, 23212, 2077]"
./Multi-class Weather Dataset/Cloudy/cloudy75.jpg,Nuageux,900,676,0.14621201153232474,"[82.18530529847098, 87.09662126068376, 89.79273359400024]","[2106, 4766, 3564, 12663, 39727, 27638, 7435, 5767, 7666, 7306]"
./Multi-class Weather Dataset/Sunrise/sunrise48.jpg,Lever du soleil,284,177,0.206684755514144,"[177.29152113467018, 145.84158223176806, 97.49519250524705]","[1100, 3466, 2429, 13926, 21773, 35914, 7898, 8675, 18837, 4620]"
./Multi-class Weather Dataset/Sunrise/sunrise134.jpg,Lever du soleil,284,177,0.256659435646539,"[197.74573627468644, 161.5079808166439, 100.70298918111187]","[359, 2798, 1335, 12569, 29809, 38002, 8290, 7251, 14309, 3916]"
./Multi-class Weather Dataset/Sunrise/sunrise121.jpg,Lever du soleil,259,194,0.16768582841639193,"[75.73554225221893, 128.88216201807177, 192.32593003506466]","[851, 3344, 2862, 15539, 32306, 30762, 8376, 6635, 13440, 4523]"
./Multi-class Weather Dataset/Rain/rain95.jpg,Pluvieux,259,194,0.1434232775649234,"[33.39330621301775, 39.52186562273471, 59.545846431213015]","[1452, 4852, 4110, 13487, 31421, 22495, 7418, 4959, 23443, 5001]"
./Multi-class Weather Dataset/Rain/rain34.jpg,Pluvieux,283,178,0.10990033956526786,"[165.27558538105413, 175.62118449348017, 181.0249655530374]","[2520, 8063, 5634, 15511, 33263, 21714, 9450, 8324, 5985, 8174]"
./Multi-class Weather Dataset/Sunrise/sunrise57.jpg,Lever du soleil,300,168,0.1528489504278823,"[104.12335772739341, 95.94409032756157, 103.36756502712032]","[812, 4515, 2521, 12691, 40698, 31929, 7244, 6462, 7437, 4329]"
./Multi-class Weather Dataset/Sunrise/sunrise254.jpg,Lever du soleil,247,154,0.3387533835487406,"[137.92574430726242, 82.89382920628297, 33.54680793016361]","[335, 1330, 1195, 7499, 23824, 39172, 3592, 2598, 36488, 2605]"
./Multi-class Weather Dataset/Sunrise/sunrise174.jpg,Lever du soleil,1920,1080,0.16888915749013989,"[140.20003158900394, 109.71228176127168, 113.90266289969276]","[7302, 9880, 4858, 9803, 14413, 16416, 8780, 11550, 16385, 19251]"
./Multi-class Weather Dataset/Shine/shine177.jpg,Ensoleillé,199,155,0.18820892497654204,"[65.58740582565241, 156.26701400742175, 234.5502353403842]","[473, 2667, 1464, 11564, 27808, 30364, 5791, 6526, 28490, 3491]"
./Multi-class Weather Dataset/Rain/rain66.jpg,Pluvieux,284,177,0.09774270684196945,"[130.56522388484296, 129.95586666477013, 137.25144162283584]","[3580, 7357, 8131, 19826, 27795, 19951, 10523, 7418, 5380, 8677]"
./Multi-class Weather Dataset/Shine/shine252.jpg,Ensoleillé,250,156,0.18888077987794075,"[143.52620998331057, 120.89040531912204, 33.246149131180566]","[438, 2370, 1050, 13619, 25528, 35061, 8173, 9569, 19856, 2974]"
./Multi-class Weather Dataset/Shine/shine219.jpg,Ensoleillé,241,151,0.17407762012096278,"[73.90850558131669, 164.65984687926718, 241.45325192892454]","[319, 2172, 1304, 12488, 27988, 32132, 6835, 6674, 25737, 2989]"
./Multi-class Weather Dataset/Cloudy/cloudy111.jpg,Nuageux,259,194,0.2515556650066882,"[90.75146368311586, 134.88627395548855, 192.1170077251808]","[467, 1994, 1578, 11888, 29437, 32199, 6502, 5196, 26425, 2952]"
./Multi-class Weather Dataset/Cloudy/cloudy263.jpg,Nuageux,203,163,0.1230695465414837,"[145.25494193075784, 154.68475319880645, 149.43312761957594]","[91, 1396, 319, 10381, 12269, 35061, 3991, 9370, 43730, 2030]"
./Multi-class Weather Dataset/Rain/rain146.jpg,Pluvieux,650,380,0.13621786254343846,"[151.32677471330854, 151.68124778738684, 152.2528723143091]","[2730, 6443, 6056, 16740, 30926, 22424, 10974, 6856, 6424, 9065]"
./Multi-class Weather Dataset/Shine/shine115.jpg,Ensoleillé,852,480,0.21003984959077315,"[100.06668411075077, 131.0842690843153, 167.38163948576764]","[2497, 4193, 1729, 11196, 11722, 36659, 11868, 6442, 25829, 6503]"
./Multi-class Weather Dataset/Shine/shine169.jpg,Ensoleillé,223,165,0.16243915846702056,"[108.24981113766246, 181.05552104932653, 191.31465818682673]","[963, 4104, 2915, 13580, 31215, 29227, 6990, 7236, 17945, 4463]"
