Picture Path,Label,width,height,Luminance,RGB,LBP,HSV
./Multi-class Weather Dataset/Rain/rain165.jpg,Pluvieux,550,366,0.19356485727663084,"[163.1832810208365, 161.61553528380452, 163.16817150702136]","[4208, 9161, 5542, 13293, 23200, 20663, 9144, 9454, 10753, 13220]","[44.865835567019, 7.383654478329034]"
./Multi-class Weather Dataset/Rain/rain166.jpg,Pluvieux,259,194,0.19195090667559583,"[95.81221696990004, 99.51496111727482, 94.75047304484019]","[993, 5562, 3012, 11665, 36600, 32950, 7108, 6570, 7783, 6395]","[57.017582899239706, 24.2250543670662]"
./Multi-class Weather Dataset/Rain/rain167.jpg,Pluvieux,900,600,0.21956075828038782,"[115.37283256102597, 115.02636292361005, 119.78182794641052]","[7902, 10678, 6151, 11753, 17558, 15754, 8394, 10627, 12574, 17247]","[76.2365852425024, 24.999983141994978]"
./Multi-class Weather Dataset/Rain/rain168.jpg,Pluvieux,273,184,0.17624367136936553,"[152.31891796104537, 156.61084016477648, 168.18343066855687]","[2630, 6617, 6124, 17902, 32227, 23494, 9970, 6789, 5215, 7670]","[115.17385660580926, 27.94607124192923]"
./Multi-class Weather Dataset/Rain/rain169.jpg,Pluvieux,850,532,0.21995986229991446,"[134.4429593266386, 142.08194893552235, 141.89343501871238]","[7160, 9729, 7681, 13421, 17814, 16380, 9776, 10128, 10839, 15710]","[80.95581516883291, 23.335356293936176]"
./Multi-class Weather Dataset/Rain/rain17.jpg,Pluvieux,280,180,0.18780903690489045,"[86.33781407253578, 88.90715628239897, 85.16099477112097]","[2424, 6128, 6143, 18699, 32826, 22678, 9728, 6817, 5929, 7266]","[71.66443298100103, 40.76601931927376]"
./Multi-class Weather Dataset/Rain/rain170.jpg,Pluvieux,692,384,0.12763731051497706,"[77.16106174218, 83.28232222838594, 94.25483584385906]","[2889, 9230, 5923, 14663, 28093, 20036, 10248, 9587, 7565, 10404]","[84.80812218682041, 49.471661693555184]"
./Multi-class Weather Dataset/Rain/rain171.jpg,Pluvieux,300,225,0.1658949018591946,"[104.31527771851135, 105.22004707861309, 106.55457054759015]","[2201, 7058, 4811, 14427, 38000, 21001, 8917, 7507, 6647, 8069]","[29.24546098214737, 9.962431935804718]"
./Multi-class Weather Dataset/Rain/rain172.jpg,Pluvieux,600,400,0.09344778751246592,"[84.18491371203788, 83.77218292858316, 83.90915451573274]","[10781, 11537, 8017, 9948, 10383, 9854, 9415, 12388, 14339, 21976]","[59.66167669717966, 12.612695763583337]"
./Multi-class Weather Dataset/Rain/rain173.jpg,Pluvieux,326,300,0.11376199506806801,"[113.77741486970869, 119.30948768522732, 133.4071572372469]","[2486, 5482, 5674, 18358, 34053, 22376, 10355, 6194, 5488, 8172]","[112.60795023516917, 41.292756115241325]"
./Multi-class Weather Dataset/Rain/rain174.jpg,Pluvieux,650,400,0.21749179007919742,"[96.7848132949603, 102.94050381991858, 97.10414770141101]","[3441, 7090, 5522, 14841, 35937, 18427, 8997, 7930, 7284, 9169]","[68.04984912085504, 58.11818304421855]"
./Multi-class Weather Dataset/Rain/rain175.jpg,Pluvieux,594,277,0.2566150210229493,"[106.40569763692915, 118.13931461936733, 102.4132601313976]","[2226, 4932, 4742, 17320, 40635, 21336, 8444, 6182, 5789, 7032]","[65.47907078676309, 63.14160724219896]"
./Multi-class Weather Dataset/Rain/rain176.jpg,Pluvieux,1023,576,0.2856335238313091,"[122.23681855465787, 130.43156575175112, 140.80463307366736]","[13323, 11591, 6919, 9619, 9509, 10635, 7823, 12385, 14096, 22738]","[106.31044016251117, 52.37111212259141]"
./Multi-class Weather Dataset/Rain/rain177.jpg,Pluvieux,289,175,0.21976854955528274,"[129.81695894232877, 134.7770990784466, 148.81578079167298]","[3135, 6570, 6995, 18883, 28570, 22429, 10002, 7172, 6514, 8368]","[113.02779885028406, 38.74190394308737]"
./Multi-class Weather Dataset/Rain/rain178.jpg,Pluvieux,648,360,0.19299527134797254,"[130.07373375309766, 119.54237944419157, 121.40839277755651]","[5432, 10113, 7171, 14448, 22799, 16670, 9775, 10096, 8660, 13474]","[96.07742881707378, 25.049419241726934]"
./Multi-class Weather Dataset/Rain/rain179.jpg,Pluvieux,300,168,0.1651573186478759,"[143.4813805310061, 136.54444909356613, 142.91015002702548]","[1050, 4444, 3361, 14351, 33581, 32311, 9279, 6274, 8655, 5332]","[99.80935282118715, 33.016057249785064]"
./Multi-class Weather Dataset/Rain/rain18.jpg,Pluvieux,635,423,0.21566002324221734,"[128.08885884081195, 135.89747886559323, 136.82631164498306]","[5130, 9147, 7258, 14618, 23296, 17258, 10202, 9162, 9041, 13526]","[97.35065493349516, 34.063883410037256]"
./Multi-class Weather Dataset/Rain/rain180.jpg,Pluvieux,640,480,0.18065435917852454,"[139.66755437891948, 145.92200232403403, 121.36471806567036]","[8032, 11034, 7708, 11790, 13509, 12820, 9645, 11118, 14720, 18262]","[47.43427906741516, 50.83963822721219]"
./Multi-class Weather Dataset/Rain/rain181.jpg,Pluvieux,618,416,0.26417649393198084,"[156.48678319235827, 155.88505316593336, 151.95805695424315]","[8490, 10534, 9051, 12456, 13764, 11635, 9748, 11174, 13118, 18668]","[48.344189888568586, 34.37071595947336]"
./Multi-class Weather Dataset/Rain/rain182.jpg,Pluvieux,553,369,0.21390826899868098,"[146.00407150454535, 145.9611640952941, 140.26214220859885]","[10008, 10785, 8542, 11262, 10696, 10825, 9603, 11948, 14288, 20681]","[76.37863922183449, 29.347704782616024]"
./Multi-class Weather Dataset/Rain/rain183.jpg,Pluvieux,630,446,0.13760880227092084,"[123.69248885001012, 126.39529772949012, 143.54070292876227]","[5709, 8728, 8727, 16938, 20988, 16448, 10647, 8963, 8405, 13085]","[108.74352231156965, 51.19756738987508]"
./Multi-class Weather Dataset/Rain/rain184.jpg,Pluvieux,284,177,0.10059189885410862,"[110.50423280799575, 145.19010298133819, 144.61703050982823]","[1277, 4572, 4999, 18126, 41422, 25932, 8646, 5227, 3886, 4551]","[84.68859050219997, 71.64052832987744]"
./Multi-class Weather Dataset/Rain/rain185.jpg,Pluvieux,760,400,0.15855060511185162,"[129.21554714367446, 131.6341132992275, 127.91801850087029]","[5320, 13901, 7006, 12770, 19044, 13883, 9632, 13162, 9784, 14136]","[51.071435796287865, 8.954500244441073]"
./Multi-class Weather Dataset/Rain/rain186.jpg,Pluvieux,768,576,0.2431411942361218,"[160.470465170308, 159.93033277965324, 145.4765794897082]","[1949, 6769, 4168, 13718, 25589, 23409, 9590, 8152, 17764, 7530]","[46.351742274819195, 39.983689880139586]"
./Multi-class Weather Dataset/Rain/rain187.jpg,Pluvieux,280,160,0.1011957067446812,"[87.51360401494462, 100.18291831032215, 96.55442712284429]","[885, 4510, 3843, 15763, 38409, 28317, 8770, 6535, 7354, 4252]","[80.29930545019302, 36.62793540012475]"
./Multi-class Weather Dataset/Rain/rain188.jpg,Pluvieux,274,184,0.23981638603719724,"[93.63401313897107, 84.6562898072814, 73.47508330883655]","[1248, 5007, 4099, 15190, 32513, 27121, 8921, 6575, 12441, 5523]","[38.05691262495996, 57.592558876582544]"
./Multi-class Weather Dataset/Rain/rain189.jpg,Pluvieux,290,174,0.17528991854315426,"[79.81526477867547, 73.10806178774929, 64.97198775766407]","[490, 3213, 1659, 10161, 17010, 28616, 5866, 6935, 41021, 3667]","[22.93389976230213, 45.72504593806369]"
./Multi-class Weather Dataset/Rain/rain19.jpg,Pluvieux,634,422,0.24009237585971796,"[138.876776313502, 142.6775962842323, 146.11479056826226]","[5756, 9115, 6844, 13532, 19540, 16339, 10700, 9571, 11361, 15880]","[97.02642492287463, 19.75606466730727]"
./Multi-class Weather Dataset/Rain/rain190.jpg,Pluvieux,852,480,0.11746373715383318,"[118.0900544750628, 115.15593911468079, 87.73682714828934]","[2247, 8521, 4000, 11285, 27668, 25705, 7600, 8344, 11883, 11385]","[26.15475648611743, 65.68175458116286]"
./Multi-class Weather Dataset/Rain/rain191.jpg,Pluvieux,259,194,0.10650502240717191,"[138.6331746178501, 149.63625851329255, 137.96837751052573]","[1273, 5244, 4752, 17402, 40511, 25295, 8824, 5660, 4328, 5349]","[68.15734418988856, 26.71972723747872]"
./Multi-class Weather Dataset/Rain/rain192.jpg,Pluvieux,271,186,0.23254386924209514,"[123.32319531763642, 119.60832598429677, 105.0919291379027]","[4455, 8580, 7947, 17895, 27375, 18696, 9354, 8142, 6237, 9957]","[32.27837623695612, 47.128963738431196]"
./Multi-class Weather Dataset/Rain/rain193.jpg,Pluvieux,310,163,0.21932744784664254,"[130.43271601426187, 121.40067846226546, 90.48003531488646]","[3128, 8360, 7090, 17088, 29327, 19242, 9292, 8442, 8955, 7714]","[32.825974814140494, 88.36002798428834]"
./Multi-class Weather Dataset/Rain/rain194.jpg,Pluvieux,259,194,0.15748305504438387,"[71.6570136478721, 82.05754651228949, 73.6201507224182]","[4338, 7296, 7326, 18670, 29619, 20138, 9316, 7063, 5419, 9453]","[78.97510915558253, 75.52758812522126]"
./Multi-class Weather Dataset/Rain/rain195.jpg,Pluvieux,1028,735,0.1839408630584838,"[101.75369101410382, 105.90691951303545, 100.19424570436959]","[9968, 12177, 7467, 10785, 13822, 11487, 7991, 12424, 12398, 20119]","[97.47043105918846, 39.62526340632849]"
./Multi-class Weather Dataset/Rain/rain196.jpg,Pluvieux,275,183,0.15985684787389584,"[151.071188523597, 150.25474990754438, 156.49653311175592]","[1081, 4616, 3464, 14323, 37064, 30328, 8580, 6015, 7669, 5498]","[109.29720662856758, 29.245064819029317]"
./Multi-class Weather Dataset/Rain/rain197.jpg,Pluvieux,275,183,0.21878769527928887,"[122.78691402628164, 122.70829382238406, 128.33638199817935]","[1972, 6024, 5070, 16059, 39215, 23807, 8429, 6510, 5248, 6304]","[98.25249919924477, 36.12001213776362]"
./Multi-class Weather Dataset/Rain/rain198.jpg,Pluvieux,299,168,0.2176048418035377,"[142.36466363933772, 142.73578079957517, 146.90876727550406]","[1162, 4285, 3323, 14323, 39809, 29734, 7996, 5697, 7573, 4736]","[103.2422748191979, 19.09834117230567]"
./Multi-class Weather Dataset/Rain/rain199.jpg,Pluvieux,651,445,0.23365480683114095,"[123.34501869658119, 122.66306369612813, 120.57126810523398]","[5948, 10551, 6975, 13720, 25524, 15579, 8737, 10142, 8332, 13130]","[14.222525666312649, 18.102808543636947]"
./Multi-class Weather Dataset/Rain/rain2.jpg,Pluvieux,250,225,0.1133311301814829,"[87.69838790058834, 74.26976390363964, 76.96444192364588]","[4279, 7615, 7304, 18403, 26545, 19852, 10105, 7512, 6531, 10492]","[116.06794618924796, 43.879996291238896]"
./Multi-class Weather Dataset/Rain/rain20.jpg,Pluvieux,620,413,0.2403858910909056,"[142.50998046578667, 137.1807167602286, 140.5411781137789]","[3495, 8289, 6953, 16527, 27190, 20013, 10539, 8349, 7119, 10164]","[96.24838584601898, 25.305669347089466]"
./Multi-class Weather Dataset/Rain/rain200.jpg,Pluvieux,612,405,0.24032616114221972,"[168.16935301610783, 167.1408091868752, 156.9788604568098]","[5729, 11063, 5746, 12656, 20466, 17971, 9132, 10782, 11275, 13818]","[38.85193614187697, 35.77861224902645]"
./Multi-class Weather Dataset/Rain/rain201.jpg,Pluvieux,615,414,0.17951319535731952,"[80.49349106499393, 79.22330080528583, 81.29084865831352]","[5231, 9115, 7773, 15935, 23789, 17038, 9739, 9414, 7935, 12669]","[77.4543063773833, 42.44276707294459]"
./Multi-class Weather Dataset/Rain/rain202.jpg,Pluvieux,225,225,0.19639759354909767,"[91.67905914420338, 94.9489973899067, 94.98537541723563]","[3311, 8025, 7157, 18248, 32124, 20053, 9088, 7851, 4767, 8014]","[87.19296515450361, 29.557384649100626]"
./Multi-class Weather Dataset/Rain/rain203.jpg,Pluvieux,600,315,0.22179336993703272,"[103.53428058858671, 103.25208845000127, 102.73422587909228]","[6630, 12085, 8221, 13767, 21509, 13797, 8488, 11828, 8229, 14084]","[81.28608877425445, 27.504686525396586]"
./Multi-class Weather Dataset/Rain/rain204.jpg,Pluvieux,276,183,0.1776233185802716,"[102.15782174556213, 107.39301903426811, 108.1955235543207]","[2811, 7215, 7092, 18545, 32517, 21122, 9674, 7172, 4889, 7601]","[88.93660547210843, 34.07424265412431]"
./Multi-class Weather Dataset/Rain/rain205.jpg,Pluvieux,417,352,0.21714296507850742,"[106.38506712646875, 107.21819905273816, 104.36708743852097]","[8009, 10643, 9161, 13868, 17307, 13078, 9641, 10496, 9940, 16495]","[56.305703063099514, 25.172701832465147]"
./Multi-class Weather Dataset/Rain/rain206.jpg,Pluvieux,275,183,0.22933501975962306,"[129.20811454145172, 120.53137386682597, 120.0166943638421]","[2789, 7610, 6248, 17308, 34838, 21079, 9025, 7287, 4861, 7593]","[90.57683878689795, 37.39303595812471]"
./Multi-class Weather Dataset/Rain/rain207.jpg,Pluvieux,600,600,0.15481729537281302,"[101.21082301702448, 103.15245902319451, 105.53397467506196]","[6989, 14638, 6524, 11501, 18381, 12760, 7764, 13654, 10066, 16361]","[89.4570120871896, 34.45911090881505]"
./Multi-class Weather Dataset/Rain/rain208.jpg,Pluvieux,800,466,0.14972210600560343,"[160.6190526143605, 158.48045646867993, 165.62606877117787]","[9677, 11590, 7352, 10311, 10875, 11283, 8501, 12444, 15268, 21337]","[88.06381597801716, 26.155970262479137]"
./Multi-class Weather Dataset/Rain/rain209.jpg,Pluvieux,2048,1360,0.1927154991629858,"[104.99578385245452, 120.57952908743404, 93.79330350651773]","[10948, 13491, 6315, 9948, 12740, 10643, 7696, 12416, 13111, 21330]","[65.9387127227364, 73.84914614204556]"
./Multi-class Weather Dataset/Rain/rain21.jpg,Pluvieux,620,413,0.15322389510021367,"[88.51302195281023, 88.98208050039827, 89.55130763462171]","[4125, 7481, 7787, 17728, 27336, 19601, 10059, 7751, 6397, 10373]","[70.19098433891334, 15.84662587029451]"
./Multi-class Weather Dataset/Rain/rain210.jpg,Pluvieux,1024,683,0.10073354413882064,"[126.70436702669043, 134.4007721690668, 125.04942029535225]","[6884, 10108, 7220, 13420, 18282, 15626, 9639, 10073, 10528, 16858]","[69.9855442606922, 24.03804851733846]"
./Multi-class Weather Dataset/Rain/rain211.jpg,Pluvieux,960,720,0.13619978756430706,"[108.49180875462541, 126.287481436439, 109.93680421218328]","[14612, 12632, 7099, 7069, 6513, 7189, 7666, 12803, 16865, 26190]","[68.30079738363762, 53.5142365852425]"
./Multi-class Weather Dataset/Rain/rain212.jpg,Pluvieux,259,194,0.09079593506870082,"[125.68464283155481, 126.58555872169963, 127.08885482386546]","[1757, 5571, 5187, 17348, 37324, 25298, 9573, 5813, 4742, 6025]","[97.35480200273099, 27.02840573846491]"
./Multi-class Weather Dataset/Rain/rain213.jpg,Pluvieux,299,168,0.12815838092711923,"[88.43826025651562, 103.41961141771608, 124.39038589290531]","[2296, 9734, 6075, 15496, 35202, 18635, 8808, 9598, 5717, 7077]","[107.68499974712992, 77.1817040071478]"
./Multi-class Weather Dataset/Rain/rain214.jpg,Pluvieux,299,168,0.15946143111155298,"[116.84619921789393, 88.99420189989716, 88.30311107897553]","[1254, 4991, 4667, 16710, 39298, 27035, 9297, 5800, 4456, 5130]","[85.67393246683187, 80.63898582241778]"
./Multi-class Weather Dataset/Rain/rain215.jpg,Pluvieux,303,171,0.13262259237517796,"[91.09368967995077, 121.46741492502402, 79.39663013747703]","[1791, 5876, 5548, 17902, 37057, 23005, 9218, 6760, 5240, 6241]","[54.06663126485612, 88.99192501559365]"
./Multi-class Weather Dataset/Rain/rain22.jpeg,Pluvieux,3500,2453,0.15876993279042118,"[125.12901260030513, 123.57417739520642, 123.94965435821575]","[9892, 10580, 6335, 11326, 14783, 13368, 7720, 10888, 13071, 20675]","[88.8194254791888, 15.424973448642088]"
./Multi-class Weather Dataset/Rain/rain23.jpg,Pluvieux,635,459,0.1183045043816462,"[95.4079371504598, 96.0109974446952, 97.92929989758763]","[1354, 4098, 3281, 12556, 22716, 32997, 7757, 5145, 22370, 6364]","[83.96427788735481, 29.233441224565485]"
./Multi-class Weather Dataset/Rain/rain24.jpeg,Pluvieux,640,420,0.15620418748403994,"[183.00235695982738, 172.5313631330181, 159.3698218266913]","[7878, 15725, 5507, 8806, 12961, 10899, 8429, 15322, 13176, 19935]","[15.156855307742882, 37.02151924341273]"
./Multi-class Weather Dataset/Rain/rain25.jpg,Pluvieux,1000,746,0.30033883492672026,"[149.82276385807035, 151.20811115009525, 142.16361365561625]","[11316, 11000, 6411, 9254, 9879, 10714, 7870, 12739, 16049, 23406]","[63.71327062155464, 54.19245098535039]"
./Multi-class Weather Dataset/Rain/rain26.jpg,Pluvieux,590,329,0.253023892127137,"[184.67653057515298, 185.06375269464675, 185.82423244712908]","[3069, 6465, 4507, 8540, 13895, 11739, 6628, 7104, 48099, 8592]","[55.70606382440702, 4.529004197643251]"
./Multi-class Weather Dataset/Rain/rain27.jpg,Pluvieux,275,183,0.17683040472109737,"[149.78559027777777, 157.32255421955867, 147.79457487008798]","[1576, 4540, 4646, 17137, 35712, 27965, 9353, 5654, 6096, 5959]","[65.02993981692207, 22.275847536202566]"
./Multi-class Weather Dataset/Rain/rain28.jpg,Pluvieux,700,415,0.1144219489156345,"[119.23506765986657, 127.65222215505361, 120.31779387453851]","[1825, 6780, 4108, 15200, 21993, 26330, 11952, 8821, 12159, 9470]","[67.18827020010453, 24.333653635428785]"
./Multi-class Weather Dataset/Rain/rain29.jpg,Pluvieux,700,415,0.1144219489156345,"[119.23506765986657, 127.65222215505361, 120.31779387453851]","[1825, 6780, 4108, 15200, 21993, 26330, 11952, 8821, 12159, 9470]","[67.18827020010453, 24.333653635428785]"
./Multi-class Weather Dataset/Rain/rain3.jpg,Pluvieux,274,184,0.11265592466428631,"[125.4455751490353, 124.06722656315851, 128.12287124883048]","[1809, 4873, 5499, 18946, 37724, 24765, 9616, 5379, 4152, 5875]","[121.49661996999275, 9.104207758053912]"
./Multi-class Weather Dataset/Rain/rain30.jpg,Pluvieux,289,174,0.07836857431458803,"[101.61091217348151, 105.06986375439362, 93.26762853438612]","[795, 4154, 3167, 14538, 33757, 32328, 9862, 6168, 8773, 5096]","[39.764788684907025, 30.25570222019926]"
./Multi-class Weather Dataset/Rain/rain31.jpg,Pluvieux,852,480,0.09630386607050852,"[29.580334518135, 27.442653808223334, 28.714392205701376]","[8458, 10290, 7441, 11376, 15006, 13190, 9410, 10912, 14702, 17853]","[103.65278409952967, 45.65001938670578]"
./Multi-class Weather Dataset/Rain/rain32.jpg,Pluvieux,236,243,0.08481609041192512,"[161.2160564068848, 165.81753883136093, 173.0486553633743]","[2517, 6783, 6561, 18653, 29246, 22617, 11324, 7113, 5635, 8189]","[107.21106222289654, 17.801699286906388]"
./Multi-class Weather Dataset/Rain/rain33.jpg,Pluvieux,852,480,0.08953142211112232,"[40.3382391115726, 43.24385713393896, 45.38178969322645]","[4631, 11457, 5618, 11775, 29854, 15606, 8739, 10666, 9441, 10851]","[102.15254808745934, 36.76905376017802]"
./Multi-class Weather Dataset/Rain/rain34.jpg,Pluvieux,283,178,0.10990033956526786,"[165.27558538105413, 175.62118449348017, 181.0249655530374]","[2520, 8063, 5634, 15511, 33263, 21714, 9450, 8324, 5985, 8174]","[96.311030192687, 23.844788347746928]"
./Multi-class Weather Dataset/Rain/rain35.jpg,Pluvieux,299,168,0.06012316187550396,"[146.9730954142012, 156.4072143634944, 161.80346200205668]","[793, 3495, 2774, 14048, 27178, 34900, 9269, 6649, 15175, 4357]","[77.31272442219188, 24.375200188809657]"
./Multi-class Weather Dataset/Rain/rain36.jpg,Pluvieux,290,174,0.13878939386934436,"[145.6568272549689, 146.21071228758913, 146.11968274814984]","[1311, 5393, 3924, 14953, 37750, 27477, 9430, 6453, 6498, 5449]","[60.89680372224751, 4.453227465061785]"
./Multi-class Weather Dataset/Rain/rain37.jpg,Pluvieux,1600,1067,0.10992998746813513,"[139.65410320549697, 143.0683482790084, 135.20887278949408]","[7489, 12273, 7529, 12267, 15124, 13666, 10176, 11783, 11104, 17227]","[77.46417673932467, 25.682268750316087]"
./Multi-class Weather Dataset/Rain/rain38.jpg,Pluvieux,259,194,0.10650502240717191,"[138.6331746178501, 149.63625851329255, 137.96837751052573]","[1273, 5244, 4752, 17402, 40511, 25295, 8824, 5660, 4328, 5349]","[68.15734418988856, 26.71972723747872]"
./Multi-class Weather Dataset/Rain/rain39.jpg,Pluvieux,400,224,0.07164777822645654,"[140.89164675314822, 145.30888929190058, 141.41989550144135]","[2598, 7336, 6250, 16208, 28117, 22976, 10742, 7935, 7304, 9172]","[75.49410812724422, 16.592230145484585]"
